outcome,prediction
0,0.008840542
0,0.008839031
0,0.008830294
0,0.008829294
0,0.008821314
0,0.008816916
0,0.008808856
0,0.008808265
0,0.008807162
0,0.008800721
0,0.008796886
0,0.008788674
1,0.008786514
0,0.008784289
0,0.008780967
0,0.008780565
0,0.008776188
0,0.008770416
0,0.008769612
0,0.008761685
0,0.008757429
0,0.008740371
0,0.008739801
0,0.008734374
0,0.008733417
0,0.008732765
0,0.008731738
0,0.008709856
0,0.008708058
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008706765
0,0.008703466
0,0.008701376
0,0.008690761
0,0.008689982
0,0.008687181
0,0.008686224
0,0.008683667
0,0.008672194
0,0.008665334
0,0.00866239
0,0.008661529
0,0.008659146
0,0.008647321
1,0.008646809
0,0.008641453
0,0.008638079
0,0.00863365
0,0.008625039
0,0.008624928
0,0.008622793
0,0.008618436
0,0.008618436
0,0.008618436
0,0.008618436
0,0.008618436
0,0.008618436
0,0.008618436
0,0.008618436
0,0.008618436
0,0.008611424
0,0.008611424
0,0.008611424
0,0.008610821
0,0.008606079
0,0.008601419
0,0.008595001
0,0.008587885
0,0.008578354
0,0.008577712
0,0.008577712
0,0.008577712
0,0.008577712
0,0.008571223
0,0.008569643
0,0.008568646
0,0.008566746
0,0.008562487
0,0.008562188
0,0.008555939
0,0.008553238
0,0.008552697
0,0.008541903
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008538257
0,0.008536877
0,0.008534896
0,0.008528406
0,0.008525051
0,0.008524681
0,0.008524681
0,0.008524681
0,0.008521209
0,0.008521014
0,0.008512825
0,0.008509741
0,0.008501687
0,0.008500189
0,0.008500123
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008494173
0,0.008493359
0,0.008490814
0,0.008490493
0,0.0084856
0,0.008479031
0,0.008478935
0,0.008475885
0,0.008475885
0,0.008475885
0,0.008475885
0,0.008475772
0,0.008471755
0,0.008468161
0,0.008467802
0,0.008467506
0,0.008463463
0,0.008460335
0,0.008455835
0,0.008453202
0,0.00845185
0,0.008447416
0,0.00844516
0,0.008445051
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008444835
0,0.008436997
0,0.008436432
1,0.008434612
0,0.008434326
0,0.008432604
0,0.008428103
0,0.008427835
0,0.008424721
0,0.008419353
0,0.008419169
0,0.008418971
0,0.008418847
0,0.008415452
0,0.008413741
0,0.008413113
0,0.008413069
0,0.008407029
0,0.008405479
0,0.008402077
0,0.008398189
0,0.008391508
0,0.008389636
0,0.008387367
0,0.008384694
0,0.008381338
0,0.008376199
0,0.008375477
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374547
0,0.008374155
0,0.008372865
0,0.008371692
0,0.00837159
0,0.008367783
0,0.008363344
0,0.008357019
0,0.008356474
0,0.008354262
0,0.008349885
0,0.008347189
0,0.008341673
0,0.008334119
0,0.008331302
0,0.008329717
0,0.008329053
0,0.008326111
0,0.008320718
0,0.008314297
0,0.008313549
0,0.008313365
0,0.008313365
0,0.008313365
0,0.008312538
0,0.008310849
0,0.008306952
0,0.008303439
0,0.008302796
0,0.008301046
0,0.008297035
0,0.008296043
0,0.008289967
0,0.008287953
0,0.008285899
0,0.008282045
0,0.008282045
0,0.008273315
0,0.008273315
0,0.008273315
0,0.00826322
0,0.008261626
0,0.008259895
0,0.008257915
0,0.008247596
0,0.008243805
0,0.008239721
0,0.008230412
0,0.008225554
0,0.008223901
0,0.008221318
0,0.00821799
0,0.008217889
0,0.008216443
0,0.008210416
0,0.008209173
0,0.008206487
0,0.008205168
0,0.008204508
0,0.00820421
0,0.008203499
0,0.008197085
0,0.008193078
0,0.008192807
0,0.008190922
0,0.008189676
0,0.008188282
0,0.008184596
0,0.008183724
0,0.008183636
0,0.008180989
0,0.008180642
0,0.008173116
0,0.008171148
0,0.008168935
0,0.008167417
0,0.008165644
0,0.008165597
0,0.008159875
0,0.008153849
0,0.008153562
0,0.008152299
0,0.008152238
0,0.008142913
0,0.008137692
0,0.008137195
0,0.008137122
0,0.008133105
0,0.008125923
0,0.008125636
0,0.008123848
0,0.008123211
0,0.008123211
0,0.008123211
0,0.008123211
0,0.008123211
0,0.008120138
0,0.008119526
0,0.008116033
0,0.008112644
0,0.008106899
0,0.008101103
0,0.008100666
0,0.00809749
0,0.008095595
0,0.008095595
0,0.008095595
0,0.008095595
0,0.008095595
0,0.008095595
0,0.008095595
0,0.008082862
0,0.008081378
0,0.008081378
0,0.008070049
0,0.00805595
0,0.008049429
0,0.008049098
0,0.00804829
0,0.008046845
0,0.008037821
1,0.008033192
0,0.008033176
0,0.008032924
0,0.00803285
0,0.00802624
0,0.008025641
0,0.008022825
0,0.008022612
0,0.008021255
0,0.00802111
0,0.008015345
0,0.008011213
0,0.008009645
0,0.008008693
0,0.008006212
0,0.008003947
0,0.008003248
0,0.008002078
0,0.007998763
0,0.007997979
0,0.007997544
0,0.007995728
0,0.007993271
0,0.007991982
0,0.007991517
0,0.007990432
1,0.007979034
0,0.007978146
0,0.007974984
0,0.007971793
0,0.007970934
0,0.007968746
0,0.00796817
0,0.007964858
0,0.007961483
0,0.007960112
0,0.007956957
0,0.007955858
0,0.007955287
0,0.007954917
0,0.007953537
0,0.007950576
0,0.007948349
0,0.007948094
0,0.007940924
0,0.007940304
0,0.007940304
0,0.007940304
0,0.007940304
0,0.007933106
0,0.007926358
0,0.007926358
0,0.007926358
0,0.007926358
0,0.007926358
0,0.007926358
0,0.007926358
0,0.007926358
0,0.007926151
0,0.007923903
0,0.007923903
0,0.007923903
0,0.007923903
0,0.007923903
0,0.007923903
0,0.007923903
0,0.007923903
0,0.007923903
0,0.007921623
0,0.007917683
0,0.007914342
0,0.007913871
1,0.007904988
0,0.007903735
0,0.007903735
0,0.007903735
0,0.007903735
0,0.007903735
0,0.007903735
0,0.007903735
0,0.007903735
0,0.007903735
0,0.007902362
0,0.007896407
0,0.007896248
0,0.007894023
0,0.007891028
0,0.007889834
0,0.007889372
0,0.007888931
0,0.007886027
0,0.007884793
0,0.007877332
0,0.007876704
0,0.007873913
0,0.007869101
0,0.007867545
1,0.007858016
0,0.007857762
0,0.00785677
0,0.007855183
0,0.007852753
0,0.007846203
0,0.007844854
0,0.007835107
0,0.007834969
0,0.007833444
0,0.007833414
0,0.007827827
0,0.007824261
0,0.007818378
0,0.007810573
0,0.007809642
0,0.007807687
0,0.007806971
0,0.007803182
0,0.007803153
0,0.0078012
0,0.007798536
0,0.00779546
0,0.007795128
0,0.00779179
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007791141
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
1,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007790327
0,0.007789214
0,0.00778777
0,0.007784637
0,0.007782481
0,0.007779491
0,0.007776918
0,0.007772152
0,0.007771883
0,0.007771883
0,0.007771883
0,0.007771883
0,0.007767052
0,0.007766502
0,0.007762322
0,0.007755684
0,0.007755611
0,0.007752096
0,0.007752096
0,0.007748868
0,0.007745239
0,0.007739631
0,0.007738975
1,0.007737526
0,0.007730932
0,0.007730932
0,0.007730112
0,0.007729725
0,0.007722117
0,0.007718761
0,0.007711156
0,0.007703921
0,0.007703371
0,0.007699537
0,0.007696718
0,0.007695017
0,0.00769117
0,0.007685651
0,0.00768548
0,0.007678228
0,0.00767354
0,0.00767163
0,0.007662731
0,0.007658399
0,0.007658261
0,0.007656196
0,0.007656062
0,0.007650793
1,0.007641154
0,0.00764085
0,0.00764085
0,0.00764085
0,0.00764085
0,0.00764085
0,0.00764085
0,0.00764085
0,0.007640229
0,0.007638017
0,0.007637091
0,0.007636556
0,0.007635233
0,0.007634092
0,0.007633854
0,0.007626965
0,0.007625492
0,0.007623407
0,0.00762213
0,0.007619101
0,0.007617785
0,0.007608062
0,0.00760715
0,0.007603883
0,0.007602422
0,0.007601634
0,0.007600857
0,0.007596888
0,0.007591378
0,0.007590362
0,0.007586053
0,0.007585759
0,0.007579737
0,0.007573699
0,0.00756589
0,0.007558679
0,0.007553512
0,0.007551372
0,0.007549881
0,0.007546166
0,0.00754458
0,0.007534783
0,0.007533254
0,0.007531118
0,0.007524143
0,0.007523338
0,0.007523338
0,0.007522401
0,0.007522163
0,0.007521234
0,0.007520455
0,0.007519864
0,0.00751441
0,0.007513994
0,0.007513119
0,0.007510233
0,0.007510233
0,0.007509796
0,0.007509614
0,0.007509195
0,0.007504222
0,0.00749422
0,0.007493642
0,0.007484593
0,0.007468055
0,0.00745767
0,0.007456454
0,0.007453938
0,0.007449719
0,0.007448817
0,0.007448806
0,0.007444588
0,0.007440727
0,0.007439312
0,0.007439312
0,0.007439312
0,0.007435963
0,0.007435229
0,0.007434645
0,0.007434415
0,0.007431281
0,0.007422689
0,0.00741858
0,0.007417766
0,0.007415007
0,0.007403683
0,0.007394494
0,0.007393889
0,0.007392335
0,0.00738991
0,0.00738919
0,0.0073882
0,0.007386844
0,0.007386298
0,0.007384257
0,0.007383649
0,0.007380218
0,0.007380152
0,0.007377703
0,0.007372208
0,0.007371664
0,0.007371141
0,0.007361574
0,0.007361574
0,0.007361574
0,0.007355712
0,0.007355279
0,0.007351541
0,0.007348584
0,0.007348157
0,0.007346452
0,0.0073455
0,0.007344374
0,0.007342743
0,0.007340467
0,0.007336636
0,0.007326828
0,0.007325933
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007321011
0,0.007312557
0,0.00731219
0,0.00730646
0,0.00730441
0,0.007301834
0,0.007299311
0,0.007298703
0,0.007297529
0,0.007297329
0,0.00729198
0,0.007286356
0,0.007283166
0,0.007283166
0,0.007283166
0,0.007282069
0,0.007281312
0,0.007277407
0,0.007276143
0,0.007269568
0,0.007268026
0,0.007264813
0,0.007261684
0,0.007261568
0,0.007260591
0,0.007258049
0,0.007252197
0,0.007251613
0,0.007247509
0,0.007245333
0,0.007237665
0,0.007236366
0,0.007231959
0,0.007229125
0,0.007225882
0,0.00722413
0,0.007220619
0,0.007205403
0,0.007202675
0,0.007202081
0,0.007199263
0,0.007197815
0,0.007197399
0,0.007192106
1,0.00719195
0,0.007185612
0,0.007184293
0,0.007183623
0,0.007181198
0,0.007177555
0,0.007177018
0,0.00717356
0,0.007172154
0,0.007170347
0,0.007169744
0,0.007162796
0,0.007162179
0,0.007160344
0,0.007155014
0,0.007154431
0,0.007152122
0,0.007151245
0,0.007142667
0,0.007141734
0,0.007139185
0,0.007138341
0,0.00713507
0,0.007134613
0,0.007134533
0,0.007134171
0,0.007132617
0,0.007124265
0,0.007116717
0,0.007115905
0,0.00711289
0,0.007107982
0,0.007102438
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007101067
0,0.007095978
0,0.007094802
0,0.007093049
1,0.007087724
0,0.007086443
0,0.00708102
0,0.007079247
0,0.007076305
1,0.007074616
0,0.007070628
0,0.007067271
0,0.007064776
0,0.007059913
0,0.007059913
0,0.007059559
0,0.007056124
0,0.007055903
0,0.007054427
0,0.007053892
0,0.00705285
0,0.007052716
0,0.007046529
0,0.007043393
0,0.007042179
0,0.007040679
0,0.007039465
0,0.007038672
0,0.007036893
0,0.007035457
0,0.007027946
0,0.007025271
0,0.007025271
0,0.007025271
0,0.007025271
0,0.007025268
1,0.007024017
0,0.00702263
0,0.007017522
0,0.007014346
0,0.00701133
0,0.007009884
0,0.007002114
1,0.007001401
0,0.006999359
0,0.006998889
0,0.006998401
0,0.006997812
0,0.006996487
0,0.006992725
0,0.006991665
0,0.006990188
0,0.006987661
0,0.006987661
0,0.006987661
1,0.006986254
0,0.006980656
0,0.006975462
0,0.006974312
0,0.006967328
0,0.006966908
0,0.006966727
0,0.006965448
0,0.006956644
0,0.006947818
1,0.006945193
0,0.006945101
0,0.006945034
1,0.006943842
0,0.006943647
0,0.006941691
0,0.006939427
0,0.00693924
0,0.006935015
0,0.00693488
0,0.006933003
0,0.006932851
0,0.006931446
0,0.006930876
0,0.006926944
0,0.00692235
0,0.006919021
0,0.006915454
0,0.006913656
0,0.006911964
0,0.006911099
0,0.006908194
0,0.006906401
0,0.006905584
0,0.006903204
0,0.006902629
0,0.006901599
0,0.006896022
1,0.006895571
0,0.006893365
0,0.006890982
0,0.00689018
0,0.006889794
0,0.00688847
0,0.006886807
0,0.006881617
0,0.006880356
0,0.006876163
0,0.006873637
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006873445
0,0.006872972
0,0.006868652
0,0.006867689
0,0.006867549
0,0.006866232
0,0.006854549
0,0.006853764
0,0.006853478
0,0.006853478
0,0.006853478
0,0.006853478
0,0.006853478
0,0.006848366
0,0.006847373
0,0.006847146
0,0.006847146
0,0.006844248
0,0.006843515
0,0.006839568
0,0.006832631
0,0.006831822
0,0.006830628
0,0.006828442
0,0.006828436
0,0.006828423
0,0.006828235
0,0.006827783
0,0.006825956
0,0.006824737
0,0.006808182
0,0.006805584
0,0.006805214
0,0.006805127
0,0.006801518
0,0.006800984
0,0.006800452
0,0.006795246
0,0.006794448
0,0.006791395
0,0.00679042
0,0.006783343
0,0.006782671
0,0.006781692
0,0.006778086
0,0.006777662
0,0.00677633
0,0.00677633
0,0.00677633
0,0.00677633
0,0.006775977
0,0.00677349
0,0.006767677
0,0.006765142
0,0.006761974
0,0.006759233
0,0.006748191
0,0.006748191
0,0.006748057
0,0.006742013
0,0.006740435
0,0.006740417
0,0.006740404
0,0.006738564
0,0.006738061
0,0.006735202
0,0.006734382
0,0.006732823
0,0.006731216
0,0.006729249
0,0.006726671
0,0.006721118
0,0.00672105
1,0.006720411
0,0.006717537
0,0.006712966
0,0.006712248
0,0.006712064
0,0.006712
0,0.006711987
0,0.006710127
0,0.006708351
0,0.006706255
0,0.006705842
0,0.006705746
0,0.006699251
0,0.006696925
0,0.006693796
0,0.00669029
0,0.006689131
0,0.006688819
0,0.006688614
0,0.006687027
0,0.006681572
0,0.006676912
0,0.006675173
0,0.006673908
0,0.006673106
0,0.006670924
0,0.006670413
0,0.006670066
0,0.006663034
0,0.006661906
0,0.006657913
0,0.006656772
0,0.006656109
0,0.006655334
0,0.006650308
0,0.006646878
0,0.006645928
0,0.006645827
0,0.006645034
0,0.006644303
0,0.006644165
0,0.006641874
0,0.00664176
0,0.00664098
0,0.006635365
0,0.006632219
0,0.006631085
0,0.006630928
0,0.006629823
0,0.006618652
0,0.006615969
0,0.006615775
0,0.006614904
0,0.006612429
0,0.006610593
0,0.006609986
0,0.006609541
0,0.006608233
0,0.006602404
0,0.006599844
0,0.006598887
0,0.006598464
0,0.006597346
0,0.006589984
0,0.006589707
0,0.006588398
0,0.006584031
0,0.006582964
0,0.006582861
0,0.006578765
0,0.006573435
0,0.006572267
0,0.006567757
0,0.006556498
0,0.006556461
0,0.006556219
0,0.00655512
0,0.006554332
0,0.006551252
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006550153
0,0.006542677
0,0.006540869
1,0.006540869
0,0.006540869
0,0.006536855
0,0.006532831
0,0.006531163
0,0.006530554
0,0.006526724
0,0.006526444
0,0.006524004
0,0.006521335
0,0.006521335
0,0.006521335
0,0.006520541
0,0.006519994
0,0.00651949
0,0.006514807
0,0.006513091
1,0.006511376
0,0.006511246
0,0.006508077
0,0.006507237
0,0.00650704
0,0.006506935
0,0.006503725
0,0.006502726
0,0.006501017
0,0.006497208
0,0.006497036
0,0.006491153
0,0.006487597
0,0.006481938
0,0.006481327
0,0.006481179
0,0.006479343
0,0.006478637
0,0.006477023
0,0.006475296
0,0.006474173
0,0.006469454
0,0.00646867
0,0.006466709
0,0.006461539
0,0.006456063
0,0.006456011
0,0.006455261
0,0.006451678
0,0.006451339
0,0.006448597
0,0.00644642
1,0.006444081
0,0.006441562
0,0.006436871
0,0.006435605
0,0.006435303
0,0.006430585
0,0.006429355
0,0.006425852
0,0.00642119
0,0.006419441
0,0.006417522
0,0.006414124
0,0.006412766
0,0.006411545
0,0.006408356
0,0.006407162
0,0.006406999
0,0.006398144
0,0.006395465
0,0.006391815
0,0.006391736
0,0.006385691
0,0.006384148
0,0.00638374
0,0.006383256
0,0.006382739
0,0.006381499
0,0.006380317
0,0.006379368
0,0.006375899
0,0.006367115
0,0.006362003
0,0.006357148
0,0.006353217
0,0.006353217
0,0.006353217
1,0.006353217
0,0.006353217
0,0.006353217
0,0.006353217
0,0.006352401
0,0.006351928
0,0.006351218
0,0.00635029
0,0.006349786
0,0.006346904
0,0.006342837
0,0.006342422
0,0.006339661
0,0.006338502
0,0.006335322
0,0.006333842
0,0.00632838
0,0.006327894
0,0.006324851
0,0.006324167
0,0.006323883
0,0.00632172
0,0.006319213
0,0.006317123
0,0.006316481
0,0.006310683
1,0.0063083
0,0.006305921
0,0.006304896
0,0.00630297
0,0.006302444
0,0.006301808
0,0.006298658
0,0.006292466
0,0.006291458
0,0.006291313
0,0.006286682
0,0.006286363
0,0.006283891
0,0.006282631
0,0.006282128
0,0.006276451
0,0.006275618
0,0.006275606
0,0.006275556
0,0.00627138
0,0.006270508
0,0.006268991
0,0.006268575
0,0.006266437
0,0.006263379
0,0.006263349
0,0.00625798
0,0.006256206
0,0.00625577
0,0.006254944
0,0.006253918
0,0.006252146
0,0.00624832
0,0.006246727
0,0.006244573
0,0.006244386
0,0.006242241
1,0.006242096
0,0.006241472
0,0.006241354
0,0.00623997
0,0.006239154
0,0.006239154
0,0.006239154
0,0.006238524
0,0.006238385
0,0.006229458
0,0.006226307
0,0.006220255
0,0.006219618
0,0.006219167
0,0.006219167
0,0.006219167
0,0.006219167
0,0.006219167
0,0.006218828
0,0.006218823
0,0.006217833
0,0.006217791
0,0.00621734
0,0.006214975
0,0.006213933
0,0.00621284
0,0.006210147
0,0.006210062
0,0.00620636
0,0.006205449
0,0.00620494
0,0.006203717
0,0.006201189
0,0.006200328
0,0.006198275
0,0.006196619
0,0.006196348
0,0.006195309
0,0.006190749
0,0.006189945
0,0.006187405
0,0.006186437
0,0.006186396
0,0.006183764
0,0.00618043
0,0.0061786
0,0.006176411
0,0.006174564
0,0.006174453
0,0.006174356
0,0.006172679
0,0.006171246
0,0.006170498
0,0.006169033
0,0.00616363
0,0.006158783
0,0.006158515
0,0.006157298
0,0.00614756
0,0.006145983
0,0.006144385
0,0.006143677
0,0.006141854
0,0.00614175
0,0.00614147
0,0.006141208
0,0.006140007
0,0.006139567
0,0.006138403
0,0.006135635
0,0.006134908
0,0.006131373
0,0.006129348
0,0.006128631
0,0.006128381
0,0.006125576
0,0.006123414
0,0.006122698
0,0.006120988
0,0.006119828
0,0.00611681
0,0.006114271
0,0.006112173
0,0.006110549
0,0.006108707
0,0.006108237
0,0.006107343
0,0.006106382
0,0.006106186
0,0.006105153
0,0.006100814
0,0.006099449
0,0.006096868
0,0.006096072
0,0.006095666
0,0.006093794
0,0.006093001
0,0.006092354
0,0.006091785
0,0.006086989
0,0.006085664
0,0.006084571
0,0.006082041
0,0.00607798
0,0.006077551
0,0.006070561
0,0.006070504
0,0.006070452
0,0.006070303
0,0.006061652
0,0.006053272
0,0.006052918
0,0.006051218
0,0.006050128
0,0.006048304
0,0.006047952
0,0.00604747
0,0.006046189
1,0.006040092
0,0.006038165
0,0.006036723
0,0.006036297
0,0.006035064
0,0.006033628
0,0.006033153
0,0.006031913
0,0.006024986
0,0.006024245
0,0.006023605
0,0.006023371
0,0.006019555
0,0.006016791
0,0.006015584
0,0.0060128
0,0.006012742
0,0.006009478
0,0.006000706
0,0.005996983
0,0.005996449
0,0.005991855
0,0.005990078
0,0.00598905
0,0.005988022
0,0.005988022
0,0.005987055
0,0.005982368
1,0.005978643
0,0.005976107
0,0.005975621
0,0.005972665
0,0.005971235
0,0.005968204
0,0.005967922
0,0.005967461
0,0.005965021
0,0.005964341
0,0.005958978
0,0.005957809
0,0.005957393
0,0.005956296
0,0.00595305
0,0.005951402
0,0.005949021
0,0.005949021
0,0.005946597
0,0.005946439
0,0.005945354
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005945222
0,0.005941362
0,0.005940906
0,0.005939509
0,0.005938993
0,0.005937426
0,0.005935709
0,0.005932458
0,0.005931479
0,0.005930091
0,0.005927882
0,0.005926314
0,0.005923905
0,0.005918527
0,0.005916591
0,0.005915863
0,0.005913289
0,0.005912489
0,0.005912476
1,0.005909033
0,0.005908469
0,0.005908212
0,0.005908212
0,0.005908212
0,0.005908212
0,0.005908212
0,0.005908212
0,0.005908212
0,0.005907332
0,0.005907139
0,0.005904586
0,0.005903774
0,0.005903581
0,0.005900786
0,0.005899687
0,0.005898552
0,0.005897372
0,0.005890348
0,0.005887995
0,0.005883249
0,0.005881704
0,0.005880523
0,0.005874482
0,0.005868603
0,0.005866904
0,0.005866904
0,0.005866904
0,0.005866904
0,0.005866904
0,0.005866904
0,0.005861703
0,0.005856569
0,0.005856453
0,0.005856431
0,0.005856381
0,0.005855517
0,0.005852687
0,0.005847964
0,0.005847421
0,0.005841337
0,0.005838596
0,0.005837666
0,0.005835785
1,0.005835679
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.00583094
0,0.005828723
0,0.005825193
0,0.005824602
0,0.005818853
0,0.00581389
0,0.005812083
0,0.005810014
0,0.005805927
0,0.0058053
0,0.005804904
0,0.005804496
0,0.005799287
0,0.005798121
