outcome,prediction
1,0.237803891
0,0.237803891
1,0.237008914
0,0.235116124
0,0.233341962
0,0.233228996
0,0.231798381
0,0.230852753
0,0.22996451
0,0.229732856
0,0.229287744
0,0.225797966
0,0.222537577
0,0.2204227
1,0.220332488
0,0.220286459
0,0.220077723
0,0.219719857
0,0.218793303
0,0.217883378
0,0.217197075
1,0.216414839
0,0.21577923
0,0.215324715
0,0.213678569
0,0.211345077
0,0.210759789
1,0.210681766
1,0.208507791
0,0.208241045
0,0.205704898
0,0.204959348
0,0.204959348
0,0.202296302
0,0.198966712
0,0.194728479
0,0.193990439
0,0.188626945
0,0.186618045
0,0.181556463
1,0.181474507
0,0.181323826
0,0.180748791
0,0.18007417
0,0.179779366
0,0.179651827
0,0.179294914
0,0.174558774
0,0.174237564
0,0.174232677
0,0.172993928
1,0.172676355
0,0.170336336
0,0.170319378
1,0.169981956
0,0.16965954
0,0.169454992
0,0.167609036
0,0.165641546
1,0.164441869
0,0.164275989
0,0.163078725
0,0.162371859
1,0.162218288
0,0.161547542
0,0.161106482
0,0.160996988
1,0.157980561
0,0.157403514
0,0.156930447
0,0.156916559
0,0.154483199
0,0.153015465
0,0.150459543
0,0.149955139
0,0.148204565
0,0.147929236
0,0.147909343
1,0.145346418
0,0.14415653
0,0.143953398
0,0.143798709
1,0.143738896
0,0.143250898
0,0.14319253
1,0.142268017
1,0.142171413
0,0.141672149
1,0.141271412
1,0.140869185
1,0.14001283
0,0.139555886
0,0.139192417
0,0.139121592
0,0.13890487
0,0.138719842
0,0.138355553
0,0.137377977
0,0.137342334
1,0.136752501
0,0.136217117
0,0.135640711
0,0.134991527
0,0.134397998
0,0.133423388
1,0.133409649
0,0.131784156
0,0.13161929
0,0.130145952
0,0.130015552
1,0.129649922
0,0.128469184
0,0.128213525
0,0.127551734
1,0.12705037
0,0.127033681
1,0.127011329
0,0.125769138
0,0.125697806
0,0.125411928
0,0.124823816
1,0.123175822
0,0.121807232
1,0.121568233
0,0.121106267
0,0.121061988
0,0.120460443
1,0.119758345
0,0.119414054
0,0.11892049
0,0.118706264
0,0.118000187
0,0.116642527
1,0.116118267
0,0.116029158
0,0.115898646
0,0.115351543
0,0.115114577
0,0.114598475
0,0.114484303
0,0.114270277
0,0.114058487
1,0.113377973
1,0.112805143
0,0.112438604
1,0.112408593
1,0.111457877
0,0.110263482
0,0.110031083
0,0.109986573
0,0.109895051
0,0.10976477
1,0.108606189
0,0.108488269
1,0.107829042
0,0.10735558
0,0.106802806
0,0.106421627
0,0.105980404
1,0.105687484
0,0.105383493
0,0.104967706
0,0.104565062
0,0.104507506
0,0.104445703
0,0.104384519
0,0.104012698
0,0.103612855
0,0.102583438
0,0.10206496
0,0.101718232
0,0.101358801
1,0.101253703
0,0.100483462
1,0.100411788
0,0.099436946
0,0.098854676
0,0.098807424
0,0.098767407
0,0.098302707
0,0.097663105
1,0.097513579
0,0.097025163
0,0.096653365
0,0.096481353
0,0.096369632
0,0.096275531
0,0.096102506
0,0.095858194
0,0.0958056
0,0.095093176
0,0.095010608
0,0.094902143
0,0.094773583
1,0.094118014
1,0.094086811
0,0.093015879
0,0.092603236
0,0.091963813
0,0.09142445
0,0.091346964
0,0.0907702
0,0.090684041
0,0.090101466
0,0.090059966
0,0.089988716
0,0.089684121
0,0.089557074
0,0.08838369
0,0.088015504
0,0.087571695
0,0.087409765
0,0.087133691
0,0.087016679
0,0.086994134
0,0.086971641
0,0.086841188
0,0.086197607
0,0.085961245
0,0.08595106
0,0.085914046
0,0.085889675
0,0.085869566
0,0.085821152
0,0.08485271
0,0.084835596
0,0.084808826
0,0.084724456
0,0.084674478
0,0.084605582
0,0.084048398
0,0.08377713
0,0.083532773
0,0.083210349
0,0.082896903
0,0.082894661
0,0.082881391
0,0.082841821
0,0.082809366
0,0.082747027
0,0.082537733
0,0.082233645
0,0.082196422
0,0.082186036
0,0.081738852
0,0.081549041
0,0.081425123
0,0.081117615
1,0.081096046
0,0.080823913
0,0.080771111
0,0.080614924
0,0.080097087
0,0.079887979
0,0.079388753
0,0.079009883
0,0.078926928
0,0.077981874
0,0.077969633
0,0.077633813
0,0.07750313
0,0.07730379
0,0.07715077
1,0.07711225
0,0.076784134
0,0.076681405
0,0.076440908
0,0.076154955
0,0.07605534
0,0.075911738
0,0.075472519
0,0.075222164
0,0.075048618
0,0.075009122
0,0.07496728
0,0.07455074
0,0.074308746
0,0.074250132
1,0.074135043
1,0.074028887
1,0.073925078
0,0.07389874
1,0.073809758
0,0.073809758
0,0.073631272
0,0.07358145
0,0.072504148
0,0.072503708
0,0.072306857
0,0.072253391
0,0.072205879
0,0.072055683
1,0.07155475
0,0.071464151
0,0.071408704
0,0.07118012
1,0.071125448
0,0.07108283
1,0.071013719
0,0.070843473
0,0.07045272
0,0.070357352
1,0.069641881
0,0.069592729
0,0.069592021
0,0.069528989
0,0.06943769
0,0.069431059
0,0.068938851
0,0.06869866
0,0.068683997
1,0.068625577
0,0.067832842
0,0.067494273
1,0.067432806
0,0.067309245
0,0.067052223
0,0.066748329
0,0.066710681
0,0.066453196
0,0.06610816
0,0.065937303
0,0.065761693
0,0.06555368
0,0.065339915
0,0.065261491
0,0.065048277
0,0.065035701
0,0.064980738
0,0.064923808
0,0.064750485
0,0.064552628
0,0.064416178
0,0.064411603
1,0.064402841
0,0.064367704
0,0.064248472
1,0.063997641
0,0.063714013
0,0.06356287
0,0.063446142
0,0.063361727
0,0.063330874
0,0.062846534
0,0.0625045
0,0.062491141
0,0.062293731
0,0.06228042
0,0.062099844
0,0.062047787
0,0.062026024
0,0.061897192
0,0.061842334
1,0.061789572
0,0.061777573
0,0.06176037
0,0.061747372
0,0.061728112
0,0.061635889
0,0.061595447
0,0.061571248
0,0.061306022
0,0.06072535
0,0.060415875
1,0.060396064
0,0.060367737
0,0.060363736
0,0.060194623
0,0.060107771
0,0.060071718
0,0.059429944
1,0.059374586
0,0.059370346
0,0.059306692
0,0.059218895
0,0.059214704
0,0.059186671
0,0.0585877
0,0.058428328
0,0.058327466
0,0.058217064
0,0.05812243
0,0.058117483
0,0.058056686
0,0.05803477
1,0.058010023
0,0.05799903
0,0.057814505
0,0.057428058
0,0.057012301
0,0.056863215
0,0.056664009
0,0.056571927
0,0.056330867
0,0.056277104
0,0.056267682
0,0.056195643
1,0.056146346
0,0.05614382
1,0.055994768
0,0.055802159
0,0.055771317
0,0.055652685
0,0.055554967
0,0.055513687
0,0.055502988
0,0.055416938
0,0.055409487
0,0.055279419
0,0.055249069
0,0.055209756
0,0.055168889
0,0.05498663
0,0.054923087
0,0.054817881
0,0.054810129
0,0.054791186
1,0.054508854
0,0.054502089
0,0.054498818
0,0.054460749
0,0.054414134
0,0.054324728
0,0.054189686
0,0.054086559
0,0.053674262
0,0.053550851
0,0.053544883
0,0.053429272
0,0.053391013
0,0.05332201
0,0.053191677
0,0.05285437
0,0.052778535
0,0.052594237
0,0.052594237
0,0.052592482
0,0.052592482
0,0.052502457
0,0.052488253
0,0.052418407
0,0.052343402
0,0.052337538
0,0.052117128
0,0.052111808
1,0.051845416
0,0.051645093
0,0.051607225
0,0.051607225
1,0.05156783
0,0.051543407
0,0.051510151
0,0.051503912
1,0.051391158
0,0.051384959
0,0.051274657
0,0.051257782
1,0.05111305
0,0.051092125
1,0.051010188
0,0.050965879
0,0.050573599
0,0.050505694
0,0.050461225
0,0.050459813
1,0.050229099
0,0.050219946
0,0.050141823
0,0.050097004
0,0.050054569
0,0.049782097
0,0.04970542
0,0.04970257
0,0.049676053
0,0.049672153
0,0.049625311
0,0.049606465
0,0.049599051
0,0.049502928
0,0.04950089
0,0.04944241
0,0.049376361
0,0.049239669
0,0.049219191
0,0.049139965
0,0.048869856
0,0.048827741
1,0.048770729
0,0.048753981
0,0.048605744
0,0.048489038
0,0.048423596
0,0.048300043
0,0.048265994
1,0.048209228
0,0.048092108
0,0.048061579
0,0.048006013
0,0.047920715
0,0.047920704
0,0.047709465
1,0.047646511
0,0.047580697
0,0.047573227
0,0.04751626
0,0.047478203
0,0.047432035
0,0.047394581
0,0.047308434
0,0.04729538
0,0.047264442
0,0.047181137
0,0.047085557
0,0.047071163
0,0.047011632
0,0.046983842
0,0.04676792
0,0.046722714
0,0.046686538
0,0.04664756
0,0.046635654
0,0.046634879
0,0.046634268
0,0.046455547
0,0.046421122
0,0.046386577
0,0.046281043
0,0.046257999
0,0.046195276
0,0.046174739
0,0.046153955
0,0.046006512
0,0.045591254
0,0.045400832
0,0.045396585
1,0.045395449
0,0.045192599
1,0.04514816
0,0.04493903
0,0.044917256
0,0.044866446
0,0.044866446
0,0.044866446
0,0.044810947
0,0.044805419
0,0.044784728
0,0.044770673
0,0.044629984
0,0.044621088
0,0.044584189
0,0.044572651
0,0.044454195
0,0.044419106
0,0.044396996
0,0.044340096
0,0.044276644
0,0.044265795
0,0.044159304
0,0.044072539
0,0.044052973
0,0.04399116
0,0.043954283
0,0.04389964
0,0.043827582
0,0.043823954
0,0.043570343
0,0.043554612
0,0.043518081
0,0.043468948
0,0.043401897
0,0.043317787
0,0.043277379
0,0.043237459
0,0.043094832
0,0.043062646
0,0.043057162
0,0.042917263
1,0.042742953
0,0.042731941
0,0.042682111
0,0.042617816
0,0.042535864
0,0.042525884
0,0.04251736
0,0.042503297
0,0.042447794
0,0.042440686
1,0.042427048
0,0.042332243
0,0.042330388
0,0.042238917
0,0.042136177
0,0.042067509
0,0.041960631
0,0.041841619
0,0.041817624
0,0.041764226
0,0.041730803
0,0.041557416
0,0.041526653
0,0.041472673
0,0.04145598
0,0.041440908
0,0.041094664
0,0.041037552
0,0.040963784
0,0.040954158
1,0.040899359
1,0.040885814
0,0.040854163
0,0.040755205
0,0.040746439
1,0.040702742
0,0.040700309
0,0.040634435
0,0.040618449
0,0.04061069
0,0.040588245
0,0.04052848
0,0.040519606
0,0.040499248
0,0.040431801
1,0.040431671
0,0.040417213
0,0.040266622
0,0.040248331
0,0.04024183
0,0.040217038
0,0.039917517
0,0.039861873
0,0.039835948
1,0.039730608
0,0.039730318
0,0.039714839
0,0.039665733
0,0.039655019
0,0.039601754
0,0.039567146
0,0.039551221
0,0.039536741
0,0.039492123
0,0.039270803
0,0.039263751
0,0.039160185
0,0.039120264
0,0.039101753
0,0.03897896
0,0.03890913
0,0.038822711
0,0.038815223
0,0.038756479
0,0.038663484
0,0.038574431
1,0.038469139
0,0.038428184
0,0.038398616
0,0.038397413
0,0.038343385
0,0.038338505
0,0.038338505
0,0.038338505
0,0.038293123
0,0.038292136
0,0.038285069
0,0.038270846
0,0.038268797
0,0.038236484
0,0.038185418
0,0.038173597
0,0.038095061
0,0.038085859
0,0.03801861
0,0.03794045
0,0.037934501
0,0.037934501
0,0.037918478
0,0.037904285
0,0.037873492
0,0.037871778
0,0.037871465
1,0.037820261
0,0.037793942
1,0.037781015
0,0.037750658
0,0.037724212
0,0.037627529
0,0.037586927
0,0.037566993
0,0.037503179
0,0.03743618
0,0.037298746
0,0.037288286
0,0.03728671
0,0.0372799
0,0.037217785
0,0.037164401
0,0.037154298
0,0.037086945
0,0.036930092
0,0.036912017
0,0.036786713
0,0.036785431
0,0.036770206
1,0.036754739
0,0.036733255
0,0.036692623
0,0.036666088
0,0.036646463
0,0.03661488
0,0.036611836
0,0.036495678
0,0.036376275
0,0.036277842
0,0.036277503
0,0.03622039
0,0.036219183
0,0.036206976
0,0.036128059
0,0.035976227
0,0.035976227
0,0.035976227
0,0.035976227
0,0.035935402
0,0.035918985
0,0.035843533
0,0.035774961
0,0.035728887
0,0.035712279
1,0.035684459
1,0.035680205
0,0.035655525
0,0.035610627
0,0.035587061
0,0.035554387
1,0.035515886
0,0.03547978
0,0.035479665
0,0.035412081
0,0.035382353
0,0.035215188
0,0.035177466
0,0.035128824
0,0.035128824
0,0.035128824
0,0.035122167
0,0.03512077
0,0.03511684
0,0.035105027
0,0.035099532
0,0.035069209
0,0.034980793
0,0.034925476
0,0.034847058
0,0.034685969
0,0.034685865
0,0.034643732
0,0.034623239
0,0.034599066
0,0.034590565
0,0.034516927
0,0.034505762
0,0.034501757
1,0.034487505
0,0.03448645
0,0.034463264
0,0.034370381
0,0.034215864
0,0.034194537
0,0.034189325
0,0.034126587
0,0.034040079
0,0.033947419
0,0.033917475
0,0.033898905
0,0.033887669
0,0.033887602
0,0.033875406
0,0.033851147
0,0.033823397
0,0.033702035
0,0.033626221
0,0.033605762
0,0.033566333
0,0.033565551
0,0.033547305
0,0.033518482
0,0.033507656
1,0.033484824
0,0.033402085
0,0.033295125
0,0.033289544
0,0.033246782
0,0.033238649
0,0.033208601
0,0.033201538
0,0.033192545
0,0.033163726
0,0.033131253
0,0.033129241
0,0.033104602
0,0.033098772
0,0.03308247
0,0.033053946
0,0.033050604
0,0.033030119
0,0.032951213
0,0.032919984
0,0.032860659
0,0.032852016
0,0.032837521
0,0.032676872
0,0.032637194
0,0.032545641
0,0.032506052
0,0.032488178
0,0.032446403
0,0.032435436
0,0.032353748
0,0.032329272
0,0.032311797
1,0.032281682
1,0.032257557
0,0.032257289
0,0.032248374
0,0.03223151
0,0.032194573
0,0.032173559
0,0.032149307
0,0.032149307
0,0.032145835
0,0.032110039
0,0.032106537
1,0.032106537
0,0.032106537
0,0.031982251
0,0.031982251
0,0.031982251
0,0.031971876
0,0.031968847
0,0.031968847
0,0.031968847
0,0.031849928
0,0.031848796
0,0.031839136
0,0.031837288
0,0.031837288
0,0.031788629
0,0.031748097
0,0.031729572
0,0.031716347
0,0.031640533
0,0.031630054
0,0.031596493
1,0.031573042
0,0.031545885
0,0.031502131
0,0.031499062
0,0.031493545
0,0.031477284
0,0.031405371
0,0.031389747
0,0.031388242
0,0.031370722
0,0.031322069
0,0.031305622
0,0.031292602
0,0.031221734
0,0.031184733
0,0.031140307
0,0.031092765
0,0.031081991
0,0.031069901
0,0.031053428
0,0.031041279
0,0.031034023
0,0.03095221
1,0.030946387
0,0.030898722
0,0.030878223
0,0.030726202
0,0.030684423
0,0.030676737
0,0.030666137
0,0.030593444
0,0.030525738
0,0.030512687
0,0.030510796
1,0.030484006
0,0.030451752
0,0.030423209
0,0.030414989
0,0.030395785
0,0.030394549
0,0.030379696
0,0.030373218
0,0.030354945
0,0.03034758
0,0.030331306
0,0.030278329
0,0.03025228
0,0.03025181
0,0.03021537
0,0.030211696
0,0.030188387
0,0.030187728
0,0.030186014
0,0.030162718
0,0.030156441
0,0.030156441
0,0.030156441
1,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030156441
0,0.030027844
0,0.029999312
0,0.029987803
0,0.029930759
0,0.029882601
0,0.029879242
0,0.029874917
0,0.029873999
1,0.029873852
0,0.029852632
0,0.029798588
0,0.029788559
0,0.029780257
0,0.029770285
0,0.029763261
0,0.029741663
0,0.02972997
0,0.029578615
0,0.029539414
0,0.029534873
0,0.029511828
0,0.029492998
0,0.029492998
0,0.029492998
0,0.029391296
0,0.029378541
0,0.029327476
0,0.029294763
1,0.029252551
0,0.029251203
0,0.029145865
0,0.029132821
0,0.029132821
0,0.029132821
0,0.029132821
0,0.029132821
0,0.029076692
0,0.029048137
1,0.029037982
1,0.02903543
1,0.029025789
0,0.029000288
0,0.029000288
0,0.029000288
0,0.029000288
0,0.029000288
0,0.029000288
0,0.029000288
0,0.028985998
0,0.028939234
0,0.028901042
0,0.028890435
0,0.028889723
0,0.028796747
0,0.028794181
0,0.028793752
0,0.028793752
0,0.028788373
0,0.02871564
0,0.028707929
0,0.028700085
0,0.028690491
0,0.028688584
0,0.028659439
0,0.028534435
0,0.028498242
0,0.028489027
0,0.028478522
0,0.028422074
0,0.028422074
0,0.028422074
0,0.028422074
0,0.028422074
0,0.028422074
0,0.028416041
0,0.028392512
0,0.028324636
0,0.028301626
0,0.028281821
0,0.028278727
0,0.028278727
0,0.028278727
0,0.028170155
0,0.028167643
0,0.028167643
0,0.028167643
0,0.028167643
0,0.02814555
0,0.028072719
0,0.028056825
1,0.028000778
0,0.02794669
0,0.027893487
0,0.027865201
0,0.027840603
0,0.027808309
0,0.027808309
0,0.027798846
0,0.027798239
0,0.027774112
0,0.027717412
0,0.027701585
0,0.027700558
1,0.027692601
0,0.02765513
0,0.027654391
0,0.027625488
0,0.027607592
0,0.027605871
0,0.027498703
0,0.027490756
0,0.027463265
0,0.027390739
0,0.027374718
0,0.027357867
0,0.027356843
0,0.027340738
0,0.027321085
0,0.027316004
0,0.027306871
0,0.027254131
0,0.027214376
0,0.027212847
0,0.027212847
0,0.027180981
0,0.027171602
0,0.027137462
0,0.027122991
0,0.02709537
0,0.027036581
0,0.027031329
0,0.027010731
0,0.026994238
0,0.026960831
0,0.026950616
0,0.026940789
0,0.02693389
1,0.026930654
0,0.026886465
0,0.026867436
0,0.026857793
0,0.026856292
0,0.026799647
0,0.026795221
0,0.026779074
0,0.026763516
0,0.026763417
0,0.026763417
0,0.026763417
0,0.026717229
0,0.026716176
0,0.026671773
0,0.026650317
0,0.026625402
0,0.026599433
0,0.026594685
0,0.026591035
0,0.026554734
0,0.026554734
0,0.026554734
0,0.026554734
0,0.026554734
0,0.026549175
0,0.026522042
0,0.026453309
0,0.026427323
0,0.026414849
0,0.026414849
0,0.026414849
0,0.026414849
0,0.026414849
0,0.026414849
0,0.026414849
1,0.026414849
0,0.026414849
0,0.026414849
0,0.026406376
0,0.02638587
0,0.026357507
0,0.026356626
0,0.026313489
0,0.026304524
0,0.026304524
0,0.026301634
0,0.026301634
0,0.026301634
0,0.026232
1,0.026228543
0,0.026218956
0,0.026207849
0,0.026167596
0,0.026164426
0,0.026162494
0,0.026154099
0,0.026143556
0,0.026131794
0,0.026129354
0,0.026118115
0,0.026103128
0,0.026101442
0,0.026063541
0,0.026056256
0,0.026056182
0,0.026030572
0,0.02601718
0,0.025936849
0,0.025934244
0,0.025933871
0,0.025932822
0,0.025931461
0,0.025915036
0,0.025914464
0,0.025891902
0,0.025871884
0,0.025857165
0,0.025846696
1,0.02581461
0,0.025809033
0,0.025801817
0,0.025799071
0,0.025726927
0,0.025659582
0,0.025659148
0,0.025651263
1,0.025649259
0,0.02564507
0,0.02564507
0,0.02564507
0,0.02564507
0,0.025565177
0,0.025541419
0,0.025533028
0,0.025464768
0,0.025458381
0,0.02545171
0,0.025439041
0,0.02541237
0,0.025403507
0,0.025388354
0,0.025387546
0,0.025372801
0,0.025310246
0,0.025292678
0,0.025291691
1,0.025289999
0,0.025265073
0,0.025233891
0,0.025220258
0,0.025210226
0,0.025188465
0,0.02518031
0,0.025173629
0,0.025173293
0,0.025147773
0,0.025145356
0,0.025081193
0,0.025040453
0,0.025038928
0,0.024998063
0,0.024977528
0,0.024957851
1,0.024955623
0,0.024934759
0,0.02490345
0,0.024892207
0,0.024875985
0,0.024853064
1,0.024842385
0,0.024831945
0,0.024784159
0,0.024774704
0,0.02477121
0,0.02477121
0,0.024745483
0,0.02470723
0,0.024695117
0,0.024695117
0,0.024686081
0,0.024675915
0,0.024671135
0,0.024624916
0,0.024574928
0,0.024570994
0,0.024551524
0,0.024529431
0,0.024523839
0,0.024523839
0,0.024507089
0,0.024492433
0,0.024485525
0,0.024443891
0,0.02441966
0,0.024398109
0,0.024384286
0,0.024366507
0,0.024347017
0,0.0243365
0,0.024333812
0,0.024287062
0,0.024286086
0,0.024277994
0,0.024269978
0,0.024241075
0,0.024229189
0,0.024148379
0,0.024148379
0,0.024118729
0,0.024100702
0,0.024095612
0,0.024070349
0,0.024066541
0,0.024066541
0,0.024058357
0,0.024058357
0,0.024058357
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024045359
0,0.024004394
0,0.023974799
1,0.023961758
0,0.023960469
0,0.023911178
0,0.023904756
0,0.023863237
0,0.023862716
0,0.023860905
1,0.023860451
0,0.023838358
0,0.023828257
1,0.023786625
0,0.023743754
0,0.023743216
0,0.023726318
0,0.023696961
0,0.023680987
0,0.023677772
0,0.023677249
0,0.023664592
0,0.023658957
0,0.023658957
0,0.023658957
0,0.023658957
0,0.023658957
0,0.023658957
0,0.023647092
0,0.023636322
0,0.023636322
0,0.023631269
0,0.02358764
1,0.023562482
0,0.023557117
0,0.02352912
0,0.023481313
0,0.023448119
0,0.023443611
0,0.02343853
0,0.023419961
0,0.023413047
0,0.023411024
0,0.023388844
0,0.023371233
0,0.023371097
1,0.023361461
0,0.023356915
0,0.023344584
0,0.023340594
0,0.023330849
0,0.023326432
0,0.023297651
0,0.02329482
0,0.023283269
0,0.023249308
0,0.023249308
0,0.023248801
0,0.023225784
0,0.023224721
0,0.023224721
0,0.023208354
0,0.023206262
0,0.023145178
0,0.02313667
0,0.023129923
0,0.023127712
0,0.023103122
0,0.023070754
0,0.023063991
0,0.023046792
0,0.023012228
0,0.023010138
0,0.023009153
0,0.022929933
0,0.022898059
0,0.022848679
0,0.022845954
0,0.02283816
0,0.02283816
0,0.022800373
0,0.022798249
0,0.022797933
0,0.022797933
0,0.022797933
0,0.022797933
0,0.022797933
0,0.022797933
0,0.022797933
0,0.022797933
0,0.02278043
0,0.022766303
0,0.022746073
0,0.022746073
0,0.022726746
0,0.022724172
0,0.022718938
0,0.022716878
0,0.022706375
0,0.022679899
0,0.022658199
0,0.022650855
0,0.022632249
0,0.02262939
0,0.022612549
0,0.022611173
0,0.022598909
0,0.022577913
0,0.022577245
0,0.022557458
0,0.022526892
0,0.022526892
0,0.022526892
0,0.022526892
0,0.022526892
0,0.022526892
0,0.022516662
0,0.022506626
0,0.022499677
0,0.022475658
0,0.022462612
0,0.022453379
0,0.022448668
0,0.022404272
0,0.022393135
0,0.022390584
0,0.022384955
0,0.022384092
0,0.022381067
0,0.022373853
0,0.022357436
0,0.022342298
0,0.022342298
0,0.022336826
0,0.022318376
0,0.022309894
0,0.022260049
0,0.022256017
0,0.022256017
0,0.022256017
0,0.022256017
0,0.022239199
0,0.022239199
0,0.022239199
0,0.022239199
1,0.022239199
0,0.022227041
0,0.022226667
0,0.022197504
0,0.022173535
0,0.022164341
0,0.022159856
0,0.022149175
0,0.022145856
0,0.022130454
0,0.02212969
0,0.022111185
0,0.022092668
0,0.022069877
0,0.022062335
0,0.022055941
0,0.022052843
0,0.022034559
0,0.022003001
0,0.022003001
0,0.022003001
0,0.022003001
0,0.021981284
0,0.021957612
0,0.021886859
0,0.021867247
0,0.021862976
0,0.021825964
0,0.021819964
0,0.021802204
0,0.021779496
0,0.021744503
0,0.021740571
0,0.021737419
0,0.021734914
0,0.021725383
0,0.021701012
0,0.02166583
0,0.021655494
0,0.021642203
0,0.021597976
0,0.021596838
0,0.021594478
0,0.021566665
0,0.021565123
0,0.021562172
0,0.021523898
0,0.021523898
0,0.021522513
0,0.021516055
0,0.021508558
0,0.021496026
0,0.021492807
0,0.021485638
0,0.021479432
0,0.021441992
0,0.0214373
0,0.021433292
0,0.02142432
0,0.021416644
0,0.021412099
0,0.02137194
0,0.02137194
0,0.021364197
0,0.021329142
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021321166
0,0.021319337
0,0.021272292
0,0.021253522
0,0.021249425
0,0.021244636
0,0.021232538
0,0.0212202
0,0.021205164
0,0.021184877
0,0.021177642
0,0.021157613
0,0.021157613
0,0.021157613
0,0.021144891
0,0.021098457
0,0.021097064
0,0.021094922
1,0.021065088
0,0.021050943
0,0.021043856
0,0.021036973
0,0.021034922
0,0.021001834
0,0.020976497
0,0.020922961
1,0.020922961
0,0.020906821
0,0.020899374
0,0.02088875
0,0.020830607
0,0.020830607
0,0.020816626
0,0.020816626
0,0.020816626
0,0.020816626
0,0.020816626
0,0.020816626
0,0.020808278
0,0.020798508
0,0.020780904
0,0.020750593
0,0.020739855
0,0.020737084
0,0.020735795
0,0.020728584
0,0.02072303
0,0.020677065
0,0.020674644
0,0.020670474
0,0.020619377
0,0.020608459
0,0.020606717
0,0.020602692
0,0.020553241
0,0.020544855
0,0.020522937
1,0.020517057
0,0.020510538
0,0.020506965
0,0.020499282
0,0.020496584
0,0.020496584
0,0.020496584
0,0.020460013
0,0.020459488
0,0.020459488
0,0.020459488
0,0.020448787
0,0.020444566
0,0.020437537
0,0.020433454
0,0.020392362
0,0.020371018
0,0.020370288
0,0.02036375
0,0.02035754
0,0.020344229
0,0.020298459
0,0.020291513
0,0.020291513
0,0.020286184
0,0.020261297
0,0.020250678
0,0.020230377
0,0.020186087
0,0.020177046
0,0.020132938
0,0.020122888
0,0.020116528
0,0.020108389
0,0.020106699
0,0.020081371
0,0.020081371
0,0.020081371
0,0.020081371
0,0.020081371
0,0.020062834
0,0.020047052
0,0.020046946
0,0.020011159
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019985646
0,0.019981502
0,0.019972213
